Year,Month,Total,Russian Federation,Germany,Sweden,United Kingdom,China and Hong Kong,France,United States,Japan,Netherlands,Estonia,Norway,Switzerland,Spain,Italy,Poland,Denmark,Afghanistan,Albania,Algeria,United Arab Emirates,Argentina,Australia,Bahrain,Belgium,Brazil,Bulgaria,Chile,Egypt,South Africa,Philippines,Georgia,Hong Kong,Indonesia,India,Iran,Ireland,Iceland,Israel,Austria,Canada,Kazakhstan,Kenya,China,Colombia,Democratic People'S Republic Of Korea,"Korea, Republic Of",Greece,Croatia,Kuwait,Cyprus,Latvia,Lebanon,Liechtenstein,Lithuania,Luxembourg,Malaysia,Malta,Morocco,Mexico,Nigeria,Pakistan,Peru,Portugal,Romania,Saudi Arabia,Sierra Leone,Singapore,Slovakia,Slovenia,"Taiwan, Province Of China",Tanzania,Thailand,Czech Republic,Turkey,Ukraine,Hungary,Uruguay,New Zealand,Belarus,Venezuela,Vietnam,Other
2000,Jun,503054,26204,82439,78794,35967,4819,15713,35346,16350,30091,8605,20466,13314,7638,14343,5756,16079,68,194,770,20,344,3746,27,4815,888,782,113,623,391,60,0,330,194,1762,371,1828,1027,944,7545,3265,4,79,4489,82,25,2596,2514,197,39,295,2006,15,755,1129,372,110,17,48,601,37,51,19,1389,624,408,28,1421,379,346,2536,11,487,2187,885,200,3230,31,624,64,31,142,30520
2000,Jul,729541,47872,112194,159243,31819,4208,21793,31441,18181,33755,10927,76140,26499,13078,17864,9570,15791,74,124,517,41,513,3782,42,5462,750,309,210,295,334,119,5,592,154,1665,143,1693,928,5346,8396,3122,0,51,3616,40,41,3640,3518,116,17,529,2785,29,307,1176,451,53,82,85,436,13,67,140,1908,451,360,22,351,366,791,3084,17,685,3462,1654,334,3009,27,664,210,46,34,29883
2000,Aug,610040,52776,73503,95509,41782,4606,19360,36615,23283,24893,15449,25333,13540,21663,40954,5394,12301,75,103,120,91,571,3644,77,4506,859,345,136,200,798,236,13,317,127,1646,254,1763,1000,3275,6646,4178,14,93,4289,29,90,3712,4142,152,43,581,3317,64,637,1738,822,124,68,113,346,45,99,73,2791,707,471,84,593,384,478,1587,56,642,2391,1343,564,2836,1263,827,74,71,56,34290
2000,Sep,293284,24089,26394,50185,26219,4089,9179,24669,11962,7319,7653,11517,4519,4969,8397,3476,8762,26,244,91,5,347,1997,158,2707,805,129,62,229,535,63,14,246,88,2188,262,1458,945,1029,2954,2624,3,18,3843,10,17,832,899,31,7,31,1517,10,777,1274,321,191,35,270,247,18,52,32,852,505,102,13,419,339,336,496,10,247,1354,726,403,2102,19,319,147,173,13,21670
2000,Oct,222444,21787,16795,36021,26399,3527,6544,13408,8250,5515,8995,9900,2741,2554,6219,2731,6681,193,167,130,16,293,1075,78,1944,430,172,56,224,300,55,55,65,127,1971,242,1266,417,463,2178,1619,8,31,3462,46,21,658,654,79,57,33,1677,72,537,1197,244,144,3,34,194,10,26,102,591,289,91,64,615,268,385,152,16,265,1175,546,442,1528,2,210,48,36,35,14794
2000,Nov,224198,29046,18220,35380,23968,3377,6847,10966,8855,5087,8819,9472,4246,2363,5780,3281,6320,80,328,75,6,183,1167,69,2206,204,171,59,224,189,49,28,115,236,1928,126,959,462,580,3315,2274,37,21,3262,6,28,576,1038,48,17,35,1830,13,13,843,163,75,30,140,97,10,175,16,333,355,80,47,312,175,366,82,26,155,1346,576,582,1213,0,125,281,25,17,12569
2000,Dec,328182,78695,24174,24843,63513,2567,11333,8826,14974,5325,9539,6801,4141,5350,12013,1811,3931,88,107,39,2,141,1926,47,2546,287,161,61,48,354,48,94,130,34,1711,1394,1448,411,632,3179,1122,71,45,2437,8,3,476,6216,67,9,253,2660,48,34,891,212,79,21,24,130,0,54,53,906,425,55,66,1041,89,103,162,8,151,868,423,253,1375,0,132,16,8,4,14460
2001,Jan,341149,126469,29451,24345,27252,1966,15367,10370,14050,8069,10453,6960,4181,4690,8341,1830,6665,138,167,118,0,142,999,112,2483,411,134,45,126,443,30,32,159,64,1403,162,1135,323,474,2948,1225,10,34,1807,16,50,388,1198,24,0,35,1944,113,17,1122,93,48,13,62,140,6,11,3,514,199,71,35,485,116,172,98,0,172,1078,397,365,1167,0,143,38,2,4,15227
2001,Feb,263299,23821,30538,28444,28232,2000,16438,10419,15607,11945,8143,15882,7435,4617,6516,2480,6310,403,84,78,4,177,828,183,3722,315,227,91,48,282,39,94,160,20,2005,49,2639,622,441,3900,1637,80,39,1840,2,5,340,688,9,15,13,1225,8,38,865,161,90,1,8,232,21,13,66,700,299,120,29,343,166,212,165,16,115,1400,434,217,902,6,126,11,4,7,15393
2001,Mar,298387,33916,33730,36180,29422,2619,16479,14766,12199,13940,10325,10843,7419,6664,9181,3556,6650,59,126,11,24,111,1371,84,3484,297,346,34,106,298,21,47,95,65,1954,101,1416,464,1049,3181,1696,4,12,2524,13,13,604,879,46,25,76,2025,61,98,810,107,88,103,63,171,0,56,11,745,283,107,6,323,3194,471,205,5,242,2171,608,521,2054,0,141,296,31,32,14834
2001,Apr,213722,21779,19377,33958,19933,2822,10109,12123,4769,6143,7339,9300,3907,6787,6873,1698,4941,598,142,248,48,101,1293,59,2731,323,100,51,83,633,57,26,142,49,1843,42,1745,428,611,2530,2751,4,0,2680,37,15,511,726,51,19,57,1994,19,37,971,138,65,200,56,119,5,13,6,1177,95,116,12,287,201,119,233,4,288,1527,377,196,1286,3,125,325,26,34,11076
2001,May,284837,23699,26411,56593,24647,5129,8798,20196,7967,7928,6623,11573,4346,4266,6903,3037,8592,209,97,431,15,220,2116,143,2740,388,326,106,291,376,164,53,137,203,2275,139,1046,717,745,4487,2038,81,14,4992,19,19,1025,1715,56,6,30,1858,65,632,1002,202,174,140,59,1942,10,56,11,974,382,475,217,455,359,209,508,37,247,1795,560,168,1526,8,302,81,10,76,16170
2001,Jun,499993,28797,77493,73124,34531,6607,15791,36752,17931,30170,8089,23883,15002,8709,11642,4980,15378,469,544,799,3,356,4272,124,4651,1011,199,114,256,729,81,44,311,155,2439,176,2165,1406,2096,5832,4373,26,41,6296,99,163,2103,1739,249,16,74,1942,68,19,1018,262,140,166,90,528,11,18,11,4069,387,326,97,703,332,700,2635,28,604,2260,864,254,1945,6,568,74,41,99,27438
2001,Jul,743243,50763,116077,160498,31012,5924,19805,34866,17170,33728,11260,83755,28643,11709,18655,8278,15219,37,216,20,25,460,5098,65,4982,799,292,101,152,845,146,36,361,111,1360,304,2551,537,2705,9691,3609,8,144,5563,39,12,1845,2484,207,28,214,3335,104,61,1660,380,280,608,195,434,26,14,49,1865,269,716,184,569,434,601,2400,28,1017,3958,966,397,2527,20,804,125,51,73,26684
2001,Aug,614408,53710,76818,96395,46231,6975,19126,33830,21306,24942,14549,29252,15308,21916,39904,5169,11609,98,326,584,78,527,4086,93,4786,721,684,133,186,596,86,20,291,54,1479,388,2014,905,3041,6840,3921,18,35,6684,21,72,3528,2149,81,63,303,3932,136,46,1536,470,163,1049,78,393,41,60,33,2446,1021,718,38,455,414,492,1588,11,346,2939,888,495,5344,1220,656,127,23,39,25280
2001,Sep,296908,27002,30017,50610,25457,6013,8526,19972,10860,8216,7749,12257,5833,6025,8065,3429,9793,54,196,48,23,209,2121,133,2358,572,202,117,138,565,385,9,117,147,1507,329,1465,1058,999,3002,2113,17,56,5896,28,50,1042,1272,75,39,153,1668,30,79,1020,123,51,403,143,258,15,80,16,893,431,249,11,395,154,351,459,5,326,1544,556,388,1469,266,383,39,93,185,18506
2001,Oct,225320,26410,19833,37448,21504,4749,7132,13946,5218,5893,7607,12240,3024,3426,5275,2999,6299,21,167,2,5,158,1074,51,2464,702,148,69,171,330,105,4,81,89,1228,111,1135,454,552,2502,1921,8,39,4668,14,40,679,827,65,48,51,1819,53,143,813,106,52,107,23,262,9,48,11,653,291,258,17,254,160,407,168,7,287,1241,438,325,1114,2,208,36,12,175,12835
2001,Nov,227109,34109,20294,32299,21972,6154,6513,8879,6309,5086,9153,11087,4643,2193,6064,2593,6101,29,236,183,4,126,941,103,2070,318,189,69,265,283,23,11,75,19,1182,121,1071,400,381,2770,1815,216,62,6079,59,6,543,738,108,107,45,1640,22,45,899,163,71,39,20,114,52,39,40,476,233,254,24,171,436,483,341,38,82,1544,336,979,1070,14,284,1047,47,166,11844
2001,Dec,315814,80390,21148,21086,62418,4249,10670,8071,11501,7129,11555,5911,5002,4537,9592,2392,3415,13,94,13,45,140,1184,20,3779,245,246,12,216,358,74,5,139,223,837,34,3885,182,413,1614,1369,37,34,4110,26,3,235,4084,11,92,35,3076,22,11,731,207,70,183,55,123,34,17,20,715,177,329,17,468,125,81,201,1,383,826,315,366,986,2,174,116,9,34,13067
2002,Jan,344819,144464,24412,21876,28616,4117,16391,9583,8646,7944,10363,6037,3804,2896,7465,3646,5299,1159,180,55,0,124,1119,79,2566,209,74,23,144,192,48,51,133,20,898,150,818,229,525,1689,1426,110,37,3984,29,62,437,991,37,47,48,1778,48,8,873,137,52,97,57,93,6,22,3,546,197,225,0,287,68,72,65,8,610,1443,514,989,973,0,116,24,18,4,12234
2002,Feb,252618,27674,32305,24641,30634,4079,18539,8358,11765,14747,7659,7855,5762,3840,5644,3250,5407,26,175,42,33,101,835,33,3831,279,176,117,59,216,30,4,137,8,794,145,969,236,778,1952,1077,88,10,3942,9,12,396,714,99,32,30,1581,89,7,895,139,59,47,17,211,4,57,16,1084,170,260,44,168,116,95,301,0,419,1547,240,80,2068,0,84,32,42,14,13188
2002,Mar,296846,34518,36371,32172,30600,4800,20902,10999,9396,12370,10981,11095,6010,8415,9087,3265,5938,31,114,61,15,82,1248,41,3945,432,211,184,189,262,92,42,104,104,886,92,1522,312,1065,3110,1442,29,17,4696,50,73,651,640,79,47,30,3237,20,25,1175,195,171,129,17,255,6,66,3,923,315,384,18,225,232,429,268,2,276,2276,335,605,1868,22,141,114,14,38,14245
2002,Apr,237382,23632,20289,36010,19001,5891,12583,11072,4903,9204,6828,11106,4233,6494,6441,3104,6966,32,71,266,24,62,1116,41,2817,260,337,96,351,277,81,33,126,231,1153,71,1143,522,808,2916,1941,5,80,5765,28,41,977,1137,142,8,37,1622,22,670,741,126,178,196,20,253,14,65,0,573,220,414,25,246,257,201,230,22,583,1907,370,362,1419,0,208,160,2,4,15520
2002,May,303802,29421,28808,58335,23987,7233,9709,19126,7383,11996,6732,11510,5838,4765,7042,3037,10189,12,178,96,101,224,2260,168,2780,547,194,107,107,295,103,12,413,145,1633,122,1263,652,558,5504,2303,34,10,6820,30,260,1277,1014,153,72,48,2278,24,653,768,214,129,258,94,255,9,40,21,760,358,523,9,707,263,254,343,28,304,1833,589,243,1701,3,364,101,11,25,16034
2002,Jun,495842,27716,80523,68657,33528,9013,16360,32881,15392,38642,7791,25387,12808,9786,13734,5458,13372,226,202,116,52,251,3963,120,4666,953,281,232,198,539,114,37,450,220,2251,251,1637,718,983,6361,3904,34,50,8563,86,15,2324,1708,154,94,120,2150,49,624,1021,266,231,278,115,471,23,99,41,1422,632,558,11,632,699,340,1635,23,656,1794,1226,228,2266,15,519,1021,49,32,23795
2002,Jul,786854,51614,127795,162572,32607,9535,20177,30049,16145,43527,12718,92537,27646,15613,18247,8358,17083,38,452,386,193,311,4701,45,6006,1021,411,258,383,367,206,137,685,98,1386,78,1667,536,1426,10814,3468,309,41,8850,25,75,2785,3199,224,134,347,3140,57,45,1405,421,445,686,77,564,18,54,106,1964,568,995,150,333,876,1020,1725,13,1545,3703,873,528,2797,25,864,211,201,457,23703
2002,Aug,630200,56174,83881,99737,38770,9438,20923,30349,19570,30987,11803,29428,14082,27508,38165,5822,12716,39,326,204,48,209,4148,270,5449,1216,357,123,506,695,143,178,527,1036,1211,549,4210,869,1866,7103,3905,7,64,8911,67,1145,2915,2631,207,177,433,4148,84,54,2249,882,79,103,149,579,28,63,7,2356,954,1118,85,511,364,484,1377,35,814,2777,916,382,2925,839,776,148,33,70,23714
2002,Sep,321962,25721,30908,46138,29500,10278,7780,22898,13586,13683,8568,12852,5444,6990,9471,3399,8604,19,292,18,84,920,2369,48,3036,1326,303,198,127,562,234,18,281,146,1300,194,1919,723,762,3708,2557,44,21,9997,35,62,845,1429,282,36,140,2191,34,571,1322,358,135,51,75,355,5,49,7,1164,502,489,11,490,449,339,830,45,605,1789,571,231,1886,327,446,122,105,6,16547
2002,Oct,234138,23469,20134,35324,19617,7638,5606,13989,7708,6306,7691,12340,3194,3930,7014,2963,8434,92,112,50,78,197,1329,66,2286,351,101,50,88,505,276,66,159,89,1005,95,1397,620,361,2338,2217,10,45,7479,47,69,751,1081,212,90,69,1344,38,384,1185,152,130,23,42,151,8,92,6,795,351,429,8,234,282,256,243,21,247,1290,637,182,1668,20,154,203,118,43,14264
2002,Nov,231478,33369,20041,30523,20638,7341,6737,9367,9645,5079,8390,12221,3926,2942,6764,2675,5757,100,95,46,81,103,1042,76,2254,322,197,92,51,378,89,44,107,35,824,94,864,639,554,3500,1936,120,6,7234,14,38,595,1118,161,66,79,1620,54,124,1305,102,40,8,32,138,26,70,7,438,579,306,9,404,362,269,95,6,215,1392,505,456,1307,4,97,434,23,27,12655
2002,Dec,318336,64947,22542,18806,73249,5149,13569,7580,12616,6854,7602,5312,4597,4985,11873,1679,3749,74,82,40,77,53,1796,52,3356,289,235,54,55,352,126,33,185,94,871,79,5069,730,389,1551,1296,33,5,4964,4,35,506,8103,136,0,255,2279,32,35,1286,175,26,5,14,164,6,45,10,512,292,238,0,548,198,170,196,2,256,1565,399,307,1445,0,240,65,8,3,11727
2003,Jan,346673,125453,27361,21015,31851,4418,23065,8979,10636,10879,11756,5965,5300,5000,8395,2463,5603,140,137,111,18,115,927,15,3204,222,277,89,95,207,178,52,148,40,1031,76,992,1221,454,1704,1396,43,10,4270,9,11,594,1129,86,42,59,1494,26,83,1054,126,74,2,27,147,0,49,13,558,230,229,4,294,153,116,109,8,429,1223,392,850,1279,2,182,74,3,2,10200
2003,Feb,264048,24024,35668,23922,31560,4025,24906,7686,10089,19185,8435,7996,6947,5421,5983,1959,5552,180,95,60,11,107,747,16,4767,276,408,80,42,226,146,2,192,65,797,114,4185,313,452,2376,1443,34,13,3833,4,30,436,587,125,3,37,1346,41,15,858,157,100,7,23,179,2,42,2,1525,245,209,5,438,150,89,194,4,384,1479,280,132,952,5,107,31,12,12,9463
2003,Mar,297253,31293,40330,29868,33419,4692,23802,10839,7947,17790,10454,11255,6490,8005,6734,3190,6077,128,138,53,14,132,949,59,4535,465,454,113,97,271,127,6,143,38,768,152,1451,557,569,3006,1572,63,52,4549,19,59,813,649,134,131,30,2198,56,104,1111,248,132,4,49,264,6,28,9,987,440,360,31,392,181,306,375,27,303,1297,275,199,1396,20,173,88,15,4,11694
2003,Apr,235184,20377,21912,34025,19380,4772,11491,9921,4726,7550,6121,10741,6048,6825,8652,2257,7295,105,59,77,10,126,1043,8,3116,187,256,124,145,278,125,9,147,197,840,139,4181,717,625,2876,2164,70,11,4625,39,46,743,1099,72,43,46,5701,40,44,1040,159,85,77,10,182,2,29,17,2094,164,406,19,206,663,982,235,25,403,1724,294,333,1098,3,213,278,21,9,12187
2003,May,291396,28963,28115,60368,25923,1324,7666,18628,7089,13425,6620,11016,6350,3983,7799,2642,8286,200,408,52,24,207,2145,284,2675,295,188,107,356,445,107,52,25,206,1278,216,1351,527,402,4007,4223,19,34,1299,13,89,1496,960,194,30,75,2080,49,48,1222,157,82,39,21,232,11,52,28,1152,461,202,1,253,1330,521,195,38,296,3661,447,444,1095,9,266,118,17,85,14598
2003,Jun,495421,30645,77846,71824,38936,2885,16895,29926,12743,40776,8460,22247,15689,10724,15061,5660,14486,128,331,78,8,253,4177,21,5039,751,349,143,354,679,290,42,380,234,1813,227,1624,1172,862,6753,3861,95,62,2505,44,10,2090,2652,248,48,193,1723,61,107,1286,289,227,28,40,478,31,196,16,2237,939,1009,71,589,861,604,358,34,313,2531,840,238,2474,20,633,110,21,73,24665
2003,Jul,745142,49965,120468,164961,33205,4753,21543,26330,12680,47604,11673,79520,32971,16282,17863,6542,15650,45,133,43,20,204,3878,41,7228,708,240,282,84,300,96,294,917,179,1243,245,1612,477,948,8078,3323,131,58,3836,31,69,2391,1817,130,10,49,2981,116,46,1468,401,134,5,20,358,24,125,40,1716,626,1235,1,544,583,1064,1294,39,844,4031,612,561,2487,1199,606,65,20,43,20704
2003,Aug,677674,49524,99055,96256,45488,11378,28209,30079,18362,35002,11900,29605,19394,29212,45813,6828,11700,11,111,185,137,2082,4638,59,6128,1073,235,157,319,685,284,129,824,323,1408,293,2764,1173,1645,6446,4333,184,63,10554,60,19,5203,2794,479,102,170,3377,88,371,1738,639,232,167,84,1227,390,46,32,2650,951,603,81,789,531,689,1285,39,605,2860,1129,471,3205,133,825,204,13,72,29273
2003,Sep,334243,23139,31384,51251,27450,15097,8326,19889,14938,13833,7036,13454,6828,5643,9548,3288,8190,132,231,109,10,191,2682,64,3081,617,222,124,353,613,570,59,604,177,1345,189,1670,1207,876,3711,3189,156,22,14493,26,25,1650,751,373,6,130,1811,37,52,1331,142,222,160,43,374,26,103,12,775,306,1166,29,661,487,283,534,48,295,1445,700,203,1781,6,399,91,25,177,21567
2003,Oct,232252,21859,20460,34030,18642,11573,7263,13037,8803,6183,7005,10826,2980,3636,5809,2284,6476,130,371,16,7,87,1443,123,2076,481,179,81,60,259,247,13,100,159,961,213,1482,579,488,2427,3196,20,6,11473,13,15,1308,626,163,3,67,1411,25,97,872,80,179,4,30,383,26,42,27,485,382,241,39,323,258,177,290,51,308,907,474,174,1473,0,207,42,10,302,13195
2003,Nov,235698,29287,22532,29460,21801,10129,7420,9096,9615,5578,8704,10567,3746,2776,7186,3335,5915,110,295,64,15,76,1053,65,2385,400,144,113,196,257,154,18,96,77,1212,59,921,416,538,3377,1725,60,7,10033,14,71,1149,871,229,11,27,1621,64,68,987,79,102,2,10,251,16,16,13,367,367,137,119,388,386,339,252,33,265,1837,438,707,1262,3,85,187,3,6,11903
2003,Dec,347801,53514,22427,20289,91051,6121,17879,8775,13959,8029,9973,5469,7083,5211,14067,1944,3715,63,182,9,67,49,1950,50,3539,344,194,62,136,582,95,31,149,224,1360,78,4645,626,496,2185,3012,31,6,5972,7,13,629,6626,147,31,479,3198,40,105,1043,75,85,8,4,134,18,7,5,653,422,292,4,758,228,218,273,2,401,1372,273,979,1175,3,272,442,1,44,11692
2004,Jan,336775,103685,28372,21379,30585,4984,27431,10247,10052,12089,10942,6907,8026,4088,9439,2007,4714,51,141,185,94,46,1315,47,3099,193,141,56,79,162,110,10,393,153,1036,80,606,1179,380,1916,2908,23,39,4591,7,1,757,1507,64,2,94,1484,36,118,1058,77,54,13,14,195,16,17,0,531,222,175,0,259,318,109,221,14,358,1556,619,1240,1258,2,132,63,4,7,10193
2004,Feb,278619,23200,34335,25529,32147,4091,29199,9543,11554,19869,8494,7798,8227,6699,8221,3301,5774,206,130,81,31,94,893,104,5141,262,189,103,177,102,208,13,86,110,946,129,798,402,481,2577,1387,21,3,4005,17,33,979,795,108,37,42,1121,107,112,778,185,85,7,14,80,25,25,12,768,180,163,16,335,171,226,139,6,225,1790,386,193,1365,2,147,24,0,1,11260
2004,Mar,301483,30329,36721,30036,29414,5195,25716,11849,8638,17497,11843,10519,6504,5826,9488,3553,7572,62,207,113,26,97,1102,83,4757,571,199,191,137,325,99,11,238,104,1089,74,770,545,1280,3219,1775,83,30,4957,38,13,1107,998,177,3,63,2258,133,105,1083,233,138,48,54,246,20,52,20,671,330,293,34,463,312,341,208,0,436,1279,429,281,1667,1,109,101,24,66,14805
2004,Apr,222922,19676,21896,34305,20181,5390,12526,10842,4980,7604,6423,10273,3905,6381,7179,2157,5556,35,194,123,53,108,1342,378,3726,414,218,133,138,385,59,11,269,75,1296,127,1027,437,803,2705,1257,22,23,5121,21,9,941,1908,53,3,105,1618,16,95,871,235,184,54,29,173,10,25,6,656,251,141,14,377,207,248,229,6,667,1247,446,124,1518,0,140,27,18,37,10460
2004,May,296268,22119,30482,53456,23701,7718,9129,19331,7904,12560,8184,11758,5027,5446,8499,3210,8211,57,316,81,28,188,2633,198,3777,553,350,325,197,419,231,29,141,102,1326,176,1009,766,804,4123,2840,42,27,7577,2,65,2825,2062,755,3,116,1253,53,97,1551,136,114,45,35,433,20,28,3,1372,760,231,46,340,494,341,410,110,329,1161,854,194,1648,6,285,54,9,29,12949
2004,Jun,498569,27909,83398,66070,34996,9989,17594,30994,13433,35804,10212,22193,13918,9454,13731,5423,17057,323,249,28,33,258,4362,264,4836,969,376,368,239,578,112,311,684,273,1872,266,1487,1513,1017,6128,3596,22,34,9305,106,134,4233,1529,391,19,185,2881,118,88,1218,534,241,40,66,429,44,112,42,960,674,340,24,708,656,454,1840,69,537,2416,1127,609,2251,44,696,99,26,240,20711
2004,Jul,738153,47310,112276,154779,33417,8484,24182,30522,16555,41658,14857,69324,32669,16375,21795,7510,16760,23,130,20,60,411,5097,30,8083,870,320,127,144,557,76,13,448,209,1312,481,2352,440,1621,8192,4116,262,39,8036,35,82,3548,2559,235,100,319,2776,78,120,1095,530,152,444,26,564,17,134,44,1826,683,275,17,264,545,1135,2110,82,1058,2931,919,472,2993,71,771,38,10,59,17094
2004,Aug,645893,49933,89786,91119,40408,11953,24406,34392,19856,31137,15593,22604,16896,29170,45551,6522,11961,60,417,279,126,391,5479,75,6362,1047,345,158,373,885,79,34,360,144,1886,1220,2168,1224,1947,6285,5446,116,65,11593,73,83,6101,2314,343,172,213,4700,104,97,1962,632,256,143,85,544,30,59,40,2689,858,278,90,603,372,741,1240,37,867,2338,1063,698,2984,347,864,76,84,39,21823
2004,Sep,324399,23197,34146,46011,26472,11335,9255,21842,12193,13424,8992,11279,5720,7405,11262,3844,9490,60,38,270,87,212,2988,122,3965,620,395,142,258,532,142,223,304,298,2112,427,1567,974,651,3470,2054,17,21,11031,22,40,1879,1995,272,4,86,1981,158,58,1346,240,272,37,40,342,44,75,51,1252,592,295,23,498,311,320,521,86,304,1697,826,422,2280,34,390,70,47,69,16573
2004,Oct,227829,22224,21704,34760,17698,8992,6892,12872,7020,6780,9459,10541,2877,3433,6019,2977,7205,1,315,56,39,85,2010,102,2575,534,269,150,90,383,69,21,162,119,2078,200,1076,467,573,1963,1648,240,40,8830,21,75,1405,820,186,20,288,1127,47,81,1108,120,149,33,57,242,66,58,17,318,416,147,18,322,246,270,177,32,155,1107,404,344,1612,0,274,55,20,23,10421
2004,Nov,243411,28518,27249,31390,21234,8045,7136,9815,9430,5937,10184,15783,3817,2459,6558,2989,6157,0,413,39,37,91,1128,89,2546,639,185,146,71,366,46,30,147,117,1964,181,723,342,558,2348,1719,551,2,7898,11,24,935,869,154,0,57,1665,46,12,1235,196,158,12,30,102,45,22,20,729,419,113,9,404,198,260,234,12,222,2009,583,344,1712,6,120,338,38,117,10874
2004,Dec,359985,49110,22749,19931,100057,4932,24165,8700,12184,7885,13063,6108,6203,5932,14359,2501,3860,42,62,143,46,41,1966,48,3132,501,98,57,120,428,66,22,432,84,2092,83,8538,234,365,1644,1451,212,14,4500,0,8,611,6652,267,12,617,2133,17,26,1702,189,193,19,17,168,11,56,30,802,315,134,2,1154,192,154,117,18,478,1267,523,528,1206,33,162,115,9,33,11855
2005,Jan,358233,105120,29952,22195,35423,3663,33047,9178,10090,16129,13501,5951,8662,3600,10690,2724,4787,59,80,278,69,31,1347,61,3110,296,250,35,192,295,45,22,163,125,2125,241,779,351,409,1743,1471,32,25,3500,34,37,741,1689,316,2,106,1623,30,111,2229,159,245,25,26,173,22,60,22,527,452,211,20,476,303,94,203,38,214,1030,737,2585,933,9,105,108,19,26,10647
2005,Feb,283479,25355,37035,24471,35423,2722,31102,8840,10976,19266,12713,7681,9296,5141,6311,2793,5157,42,63,49,34,78,823,145,5034,410,368,113,134,313,62,106,205,72,2234,93,848,618,745,1790,1548,51,17,2517,21,30,849,498,168,1,109,1588,19,61,1462,238,265,13,54,134,4,36,13,680,328,317,18,357,200,155,172,41,490,1677,686,283,1471,4,118,89,21,223,7792
2005,Mar,313314,33387,38942,29651,28625,3983,27889,12280,9660,15389,13288,11868,7753,10121,8836,3917,5851,4,215,76,13,74,1209,213,4902,546,697,65,94,601,65,45,137,59,2460,140,866,745,1039,3697,2430,324,4,3846,18,24,1236,905,208,18,164,2356,54,37,1065,232,247,19,38,309,17,92,29,1023,485,263,225,336,541,668,344,18,528,2307,649,652,2055,4,71,113,15,315,9628
2005,Apr,240604,26749,24669,30203,20477,4815,11731,12255,5613,7466,9745,12594,4168,5526,7003,3475,5995,28,81,96,22,110,1395,262,3399,421,329,168,121,340,54,70,270,143,2654,219,1058,596,636,2920,1839,252,64,4545,32,46,1081,1191,166,18,185,1692,44,22,1521,197,177,29,33,248,7,60,16,678,561,341,15,504,216,176,383,77,681,1523,667,314,1886,14,113,39,3,19,11053
2005,May,322872,23447,32655,50524,24353,5767,13294,19428,11288,16112,9445,12693,5944,5683,6977,3978,8581,59,54,13,114,199,2812,409,3656,1337,171,257,163,421,160,57,704,324,2524,833,1322,1915,686,4831,3339,42,102,5063,5,542,3068,859,406,6,202,2085,15,216,1267,339,522,28,113,305,12,81,44,1123,572,466,102,761,290,142,1819,18,639,1682,634,301,1652,9,569,104,35,29,20074
2005,Jun,477247,24700,75449,66485,31682,7813,17379,31720,13587,33433,10726,18168,12408,10619,13685,5090,16012,279,85,298,182,155,4884,279,4644,1375,525,227,272,697,90,353,871,241,2476,504,1380,1190,1464,7178,3981,180,75,6942,79,348,3650,1355,367,21,121,2852,29,54,1085,356,352,50,86,703,44,138,46,1243,1026,545,69,665,844,376,2583,100,535,2017,1014,666,3454,58,682,88,33,77,19653
2005,Jul,688638,56260,106912,143188,28364,8263,20687,29142,13289,34288,16990,58478,26866,14725,18274,6695,14140,143,217,116,42,138,5584,165,7035,942,229,111,122,358,154,133,666,289,1415,277,2468,790,1067,10206,3530,596,57,7597,46,117,2564,2451,311,139,362,2954,38,37,1462,971,128,39,47,641,20,42,61,1430,553,949,80,288,863,1103,2389,44,1374,3388,1037,475,2916,525,615,279,72,42,16778
2005,Aug,667141,55711,97011,96879,46460,9931,28159,34388,20514,27352,20095,22070,15360,26546,38347,7109,10845,1594,248,268,146,368,5265,303,6795,1199,217,155,226,692,46,215,572,332,2442,344,2111,1810,1494,6062,4565,883,206,9359,101,162,4121,3893,328,101,185,4389,55,94,1821,795,198,18,157,695,83,44,96,2653,1114,1062,8,528,794,788,1232,67,489,2624,981,898,3244,47,731,240,94,80,27437
2005,Sep,322361,26525,30763,47522,25409,9512,8712,20191,11779,11493,11654,12670,5714,8893,8587,5006,9762,311,281,246,58,128,3313,183,3198,738,189,219,122,543,120,60,289,232,2714,456,1022,1094,798,3216,2665,44,17,9223,19,108,1719,1317,376,12,128,2393,38,18,1585,115,503,69,73,584,48,50,24,824,398,399,35,595,547,558,468,201,467,2075,699,357,2543,57,322,181,90,32,16663
2005,Oct,249853,27424,22939,33550,18574,7965,7325,12452,8666,6378,11035,10614,2866,5042,5768,5216,7588,136,314,82,32,225,1903,106,2984,687,235,127,143,358,145,67,177,97,2073,408,969,1040,450,2936,2148,96,128,7788,40,21,1783,799,102,3,143,1964,52,7,1145,210,131,69,57,458,83,43,37,490,933,266,32,374,489,337,282,28,492,1906,738,704,1789,26,317,255,40,109,13843
2005,Nov,260345,33583,24926,32140,19893,7041,7272,10860,10273,6040,13239,12146,3934,3049,6681,4641,7025,164,141,4,39,88,1273,183,2646,573,417,123,121,281,78,39,201,103,2427,637,728,791,494,3346,1948,223,42,6840,36,113,1409,644,195,9,40,1330,14,16,1346,213,170,52,29,380,41,88,5,398,549,440,17,524,450,195,209,19,283,2266,909,2416,1679,11,147,1393,7,88,15522
